Date,Open,High,Low,Close,Adj Close,Volume
2013-11-27,1467000.000000,1476000.000000,1460000.000000,1470000.000000,1375301.250000,187034
2013-11-28,1480000.000000,1494000.000000,1479000.000000,1494000.000000,1397755.250000,212898
2013-11-29,1499000.000000,1499000.000000,1485000.000000,1494000.000000,1397755.250000,135044
2013-12-02,1500000.000000,1503000.000000,1467000.000000,1467000.000000,1372494.625000,149756
2013-12-03,1464000.000000,1478000.000000,1457000.000000,1461000.000000,1366881.125000,155972
2013-12-04,1450000.000000,1453000.000000,1431000.000000,1432000.000000,1339749.125000,216880
2013-12-05,1433000.000000,1446000.000000,1422000.000000,1440000.000000,1347233.875000,209593
2013-12-06,1454000.000000,1454000.000000,1428000.000000,1428000.000000,1336007.000000,182949
2013-12-09,1440000.000000,1454000.000000,1440000.000000,1454000.000000,1360332.000000,139938
2013-12-10,1441000.000000,1451000.000000,1431000.000000,1440000.000000,1347233.875000,155112
2013-12-11,1426000.000000,1444000.000000,1416000.000000,1420000.000000,1328522.375000,212583
2013-12-12,1396000.000000,1410000.000000,1396000.000000,1410000.000000,1319166.500000,299241
2013-12-13,1410000.000000,1411000.000000,1390000.000000,1390000.000000,1300454.750000,201065
2013-12-16,1391000.000000,1404000.000000,1383000.000000,1400000.000000,1309810.750000,179088
2013-12-17,1417000.000000,1417000.000000,1393000.000000,1395000.000000,1305132.875000,155248
2013-12-18,1405000.000000,1410000.000000,1394000.000000,1401000.000000,1310746.250000,217984
2013-12-19,1418000.000000,1434000.000000,1418000.000000,1427000.000000,1335071.375000,211048
2013-12-20,1413000.000000,1427000.000000,1413000.000000,1427000.000000,1335071.375000,168148
2013-12-23,1437000.000000,1438000.000000,1429000.000000,1433000.000000,1340685.000000,212784
2013-12-24,1430000.000000,1432000.000000,1415000.000000,1415000.000000,1323844.375000,219607
2013-12-26,1415000.000000,1415000.000000,1401000.000000,1408000.000000,1317295.500000,246156
2013-12-27,1410000.000000,1411000.000000,1395000.000000,1396000.000000,1318996.250000,210200
2013-12-30,1396000.000000,1397000.000000,1360000.000000,1372000.000000,1296319.875000,338162
2014-01-02,1372000.000000,1372000.000000,1302000.000000,1309000.000000,1236795.250000,620500
2014-01-03,1300000.000000,1311000.000000,1287000.000000,1296000.000000,1224512.375000,529932
2014-01-06,1303000.000000,1320000.000000,1296000.000000,1307000.000000,1234905.250000,394716
2014-01-07,1300000.000000,1318000.000000,1295000.000000,1304000.000000,1232070.750000,395264
2014-01-08,1300000.000000,1304000.000000,1287000.000000,1291000.000000,1219788.000000,409493
